Question,Answer
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Amy, Ada, and Joe. Joe finished below Ada. Amy finished above Ada.
Options:
(A) Amy finished second
(B) Ada finished second
(C) Joe finished second",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Ana, Amy, and Eli. Eli finished second. Eli finished below Amy.
Options:
(A) Ana finished last
(B) Amy finished last
(C) Eli finished last",(A)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a sedan, a convertible, and a truck. The truck is the newest. The sedan is older than the convertible.
Options:
(A) The sedan is the second-newest
(B) The convertible is the second-newest
(C) The truck is the second-newest",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a limousine, a truck, and a minivan. The minivan is older than the truck. The limousine is the second-newest.
Options:
(A) The limousine is the oldest
(B) The truck is the oldest
(C) The minivan is the oldest",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: cantaloupes, watermelons, and mangoes. The mangoes are the cheapest. The cantaloupes are the second-most expensive.
Options:
(A) The cantaloupes are the most expensive
(B) The watermelons are the most expensive
(C) The mangoes are the most expensive",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Eve, Joe, and Amy. Eve finished below Amy. Eve finished above Joe.
Options:
(A) Eve finished second
(B) Joe finished second
(C) Amy finished second",(A)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a green book, a brown book, and an orange book. The brown book is to the left of the orange book. The green book is to the left of the brown book.
Options:
(A) The green book is the leftmost
(B) The brown book is the leftmost
(C) The orange book is the leftmost",(A)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: peaches, pears, and mangoes. The mangoes are less expensive than the pears. The peaches are the cheapest.
Options:
(A) The peaches are the second-most expensive
(B) The pears are the second-most expensive
(C) The mangoes are the second-most expensive",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: apples, peaches, and loquats. The loquats are less expensive than the apples. The peaches are more expensive than the apples.
Options:
(A) The apples are the cheapest
(B) The peaches are the cheapest
(C) The loquats are the cheapest",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a blue jay, a falcon, and a hummingbird. The blue jay is to the right of the falcon. The hummingbird is to the left of the falcon.
Options:
(A) The blue jay is the leftmost
(B) The falcon is the leftmost
(C) The hummingbird is the leftmost",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a crow, a falcon, and a raven. The crow is to the left of the raven. The falcon is to the right of the raven.
Options:
(A) The crow is the rightmost
(B) The falcon is the rightmost
(C) The raven is the rightmost",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: an orange book, a blue book, and a yellow book. The orange book is to the left of the blue book. The yellow book is to the right of the blue book.
Options:
(A) The orange book is the rightmost
(B) The blue book is the rightmost
(C) The yellow book is the rightmost",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: peaches, pears, and mangoes. The mangoes are less expensive than the peaches. The mangoes are more expensive than the pears.
Options:
(A) The peaches are the cheapest
(B) The pears are the cheapest
(C) The mangoes are the cheapest",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a white book, a green book, and an orange book. The green book is to the right of the white book. The orange book is the rightmost.
Options:
(A) The white book is the rightmost
(B) The green book is the rightmost
(C) The orange book is the rightmost",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a sedan, a convertible, and a truck. The truck is the newest. The sedan is older than the convertible.
Options:
(A) The sedan is the newest
(B) The convertible is the newest
(C) The truck is the newest",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a truck, a minivan, and a tractor. The truck is newer than the minivan. The minivan is newer than the tractor.
Options:
(A) The truck is the second-newest
(B) The minivan is the second-newest
(C) The tractor is the second-newest",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a blue jay, a falcon, and a raven. The falcon is to the left of the blue jay. The falcon is to the right of the raven.
Options:
(A) The blue jay is the rightmost
(B) The falcon is the rightmost
(C) The raven is the rightmost",(A)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Ana, Rob, and Joe. Joe finished above Ana. Rob finished second.
Options:
(A) Ana finished second
(B) Rob finished second
(C) Joe finished second",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a green book, a brown book, and an orange book. The brown book is to the left of the orange book. The green book is to the left of the brown book.
Options:
(A) The green book is the rightmost
(B) The brown book is the rightmost
(C) The orange book is the rightmost",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: kiwis, loquats, and cantaloupes. The kiwis are less expensive than the loquats. The cantaloupes are less expensive than the kiwis.
Options:
(A) The kiwis are the cheapest
(B) The loquats are the cheapest
(C) The cantaloupes are the cheapest",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: oranges, watermelons, and pears. The oranges are the second-most expensive. The pears are more expensive than the watermelons.
Options:
(A) The oranges are the cheapest
(B) The watermelons are the cheapest
(C) The pears are the cheapest",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Rob, Mel, and Joe. Joe finished below Mel. Rob finished below Joe.
Options:
(A) Rob finished second
(B) Mel finished second
(C) Joe finished second",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a raven, a quail, and a crow. The quail is the leftmost. The raven is the rightmost.
Options:
(A) The raven is the leftmost
(B) The quail is the leftmost
(C) The crow is the leftmost",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: cantaloupes, oranges, and watermelons. The oranges are the most expensive. The cantaloupes are more expensive than the watermelons.
Options:
(A) The cantaloupes are the most expensive
(B) The oranges are the most expensive
(C) The watermelons are the most expensive",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a falcon, an owl, and a raven. The raven is to the left of the owl. The falcon is the leftmost.
Options:
(A) The falcon is the second from the left
(B) The owl is the second from the left
(C) The raven is the second from the left",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a tractor, a station wagon, and a limousine. The tractor is newer than the limousine. The station wagon is the newest.
Options:
(A) The tractor is the newest
(B) The station wagon is the newest
(C) The limousine is the newest",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a robin, a raven, and a quail. The quail is to the left of the robin. The robin is the second from the left.
Options:
(A) The robin is the rightmost
(B) The raven is the rightmost
(C) The quail is the rightmost",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a station wagon, a truck, and a motorcyle. The truck is newer than the station wagon. The motorcyle is the oldest.
Options:
(A) The station wagon is the newest
(B) The truck is the newest
(C) The motorcyle is the newest",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Dan, Mel, and Amy. Dan finished above Amy. Amy finished above Mel.
Options:
(A) Dan finished second
(B) Mel finished second
(C) Amy finished second",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a blue book, an orange book, and a green book. The green book is the leftmost. The orange book is to the left of the blue book.
Options:
(A) The blue book is the second from the left
(B) The orange book is the second from the left
(C) The green book is the second from the left",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a motorcyle, a limousine, and a convertible. The motorcyle is newer than the limousine. The convertible is newer than the motorcyle.
Options:
(A) The motorcyle is the newest
(B) The limousine is the newest
(C) The convertible is the newest",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Joe, Dan, and Eve. Eve finished above Dan. Dan finished above Joe.
Options:
(A) Joe finished last
(B) Dan finished last
(C) Eve finished last",(A)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: an orange book, a yellow book, and a blue book. The blue book is to the right of the yellow book. The orange book is the second from the left.
Options:
(A) The orange book is the leftmost
(B) The yellow book is the leftmost
(C) The blue book is the leftmost",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Ana, Amy, and Eli. Eli finished second. Eli finished below Amy.
Options:
(A) Ana finished first
(B) Amy finished first
(C) Eli finished first",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: apples, pears, and plums. The pears are less expensive than the plums. The pears are more expensive than the apples.
Options:
(A) The apples are the most expensive
(B) The pears are the most expensive
(C) The plums are the most expensive",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Eli, Mya, and Eve. Eli finished last. Mya finished second.
Options:
(A) Eli finished last
(B) Mya finished last
(C) Eve finished last",(A)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a robin, an owl, and a hawk. The robin is to the right of the hawk. The owl is the leftmost.
Options:
(A) The robin is the rightmost
(B) The owl is the rightmost
(C) The hawk is the rightmost",(A)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Mel, Ada, and Ana. Mel finished last. Ana finished second.
Options:
(A) Mel finished first
(B) Ada finished first
(C) Ana finished first",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: an orange book, a white book, and a purple book. The orange book is to the left of the white book. The purple book is the rightmost.
Options:
(A) The orange book is the rightmost
(B) The white book is the rightmost
(C) The purple book is the rightmost",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a hawk, a cardinal, and a falcon. The hawk is to the left of the cardinal. The hawk is the second from the left.
Options:
(A) The hawk is the leftmost
(B) The cardinal is the leftmost
(C) The falcon is the leftmost",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a hummingbird, a quail, and a crow. The crow is the second from the left. The hummingbird is to the left of the crow.
Options:
(A) The hummingbird is the second from the left
(B) The quail is the second from the left
(C) The crow is the second from the left",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a yellow book, a green book, and a red book. The red book is to the left of the green book. The yellow book is to the left of the red book.
Options:
(A) The yellow book is the rightmost
(B) The green book is the rightmost
(C) The red book is the rightmost",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a hummingbird, a quail, and a crow. The crow is the second from the left. The hummingbird is to the left of the crow.
Options:
(A) The hummingbird is the leftmost
(B) The quail is the leftmost
(C) The crow is the leftmost",(A)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a sedan, a minivan, and a motorcyle. The motorcyle is the second-newest. The minivan is newer than the motorcyle.
Options:
(A) The sedan is the newest
(B) The minivan is the newest
(C) The motorcyle is the newest",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Rob, Mel, and Joe. Joe finished below Mel. Rob finished below Joe.
Options:
(A) Rob finished first
(B) Mel finished first
(C) Joe finished first",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a hawk, a crow, and a raven. The raven is to the right of the hawk. The crow is the rightmost.
Options:
(A) The hawk is the rightmost
(B) The crow is the rightmost
(C) The raven is the rightmost",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. A fruit stand sells three fruits: peaches, mangoes, and apples. The peaches are more expensive than the apples. The mangoes are the cheapest.
Options:
(A) The peaches are the most expensive
(B) The mangoes are the most expensive
(C) The apples are the most expensive",(A)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: a hummingbird, an owl, and a falcon. The falcon is to the right of the owl. The hummingbird is to the left of the owl.
Options:
(A) The hummingbird is the second from the left
(B) The owl is the second from the left
(C) The falcon is the second from the left",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a gray book, a purple book, and a red book. The purple book is to the left of the red book. The gray book is to the left of the purple book.
Options:
(A) The gray book is the second from the left
(B) The purple book is the second from the left
(C) The red book is the second from the left",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a minivan, a bus, and a sedan. The minivan is newer than the sedan. The minivan is older than the bus.
Options:
(A) The minivan is the oldest
(B) The bus is the oldest
(C) The sedan is the oldest",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a red book, a gray book, and a white book. The white book is to the left of the gray book. The red book is the second from the left.
Options:
(A) The red book is the rightmost
(B) The gray book is the rightmost
(C) The white book is the rightmost",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a tractor, a convertible, and a minivan. The tractor is the second-newest. The minivan is newer than the convertible.
Options:
(A) The tractor is the oldest
(B) The convertible is the oldest
(C) The minivan is the oldest",(B)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: an orange book, a yellow book, and a blue book. The blue book is to the right of the yellow book. The orange book is the second from the left.
Options:
(A) The orange book is the rightmost
(B) The yellow book is the rightmost
(C) The blue book is the rightmost",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a branch, there are three birds: an owl, a crow, and a cardinal. The crow is to the left of the owl. The owl is the second from the left.
Options:
(A) The owl is the rightmost
(B) The crow is the rightmost
(C) The cardinal is the rightmost",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In an antique car show, there are three vehicles: a truck, a minivan, and a tractor. The truck is newer than the minivan. The minivan is newer than the tractor.
Options:
(A) The truck is the oldest
(B) The minivan is the oldest
(C) The tractor is the oldest",(C)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. On a shelf, there are three books: a red book, a gray book, and a white book. The white book is to the left of the gray book. The red book is the second from the left.
Options:
(A) The red book is the second from the left
(B) The gray book is the second from the left
(C) The white book is the second from the left",(A)
"The following paragraphs each describe a set of three objects arranged in a fixed order. The statements are logically consistent within each paragraph. In a golf tournament, there were three golfers: Ana, Rob, and Joe. Joe finished above Ana. Rob finished above Joe.
Options:
(A) Ana finished second
(B) Rob finished second
(C) Joe finished second",(C)
